issue,url,state,title,priority_label,priority_in_title,labels,milestone,assignees,last_activity,age_days,comments,lane,disposition,next_action,native_open_dependencies,native_dependency_coverage,flags,unchecked_body_items,acceptance_source,evidence_file,responsible_role,phase_activation,exit_evidence,review_date,release_rule,baseline,acceptance_items
Fortemi/fortemi#602,https://git.integrolabs.net/Fortemi/fortemi/issues/602,open,feat(jobs): coalesce rapid entity events before expensive processing,P3,,P3: Low; blocked; documentation; effort/medium; enhancement; infrastructure; jobs; security; testing,,,2026-06-22T23:23:01Z,75,8,G,retain-gated,"Resolve default-mode, outbox backpressure and payload-minimization decisions; implement durable publisher/consumer semantics with bounded retention, replay and auth tests.",,read,stale-60d; no-milestone; no-assignee; blocked-label-without-open-native-edge,7,https://git.integrolabs.net/Fortemi/fortemi/issues/602,evidence/Fortemi--fortemi-issues.json,Server realtime and jobs maintainers,Phase 5 after policy decisions,"Resolve default-mode, outbox backpressure and payload-minimization decisions; implement durable publisher/consumer semantics with bounded retention, replay and auth tests. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Coalescing key is explicit, e.g. `(entity_type, entity_id, derived_work_type)`.
- [ ] Window is configurable with a conservative default and per-work-type override if needed.
- [ ] Multiple events for the same key produce one derived-work job for the latest committed state.
- [ ] Different entity IDs and work types are processed independently.
- [ ] Implementation is durable across worker restart or defines a safe recovery behavior using stream replay/pending entries.
- [ ] FTS/current-row visibility is not delayed by coalescing derived work.
- [ ] Metrics include events coalesced, jobs emitted, max coalescing delay, and recovery/replay count."
Fortemi/fortemi#603,https://git.integrolabs.net/Fortemi/fortemi/issues/603,open,feat(search): evaluate CDC only if outbox instrumentation is insufficient,P3,,P3: Low; area/search; blocked; documentation; effort/medium; enhancement; infrastructure; security; testing,,,2026-09-06T20:31:03Z,75,4,M,defer,Retain as a gated optional track. Revisit only after its parent phase or named external authority is delivered and a product need activates it; record owner and review trigger rather than age-based closure.,,read,stale-60d; no-milestone; no-assignee; blocked-label-without-open-native-edge,9,https://git.integrolabs.net/Fortemi/fortemi/issues/603,evidence/Fortemi--fortemi-issues.json,Product owner and relevant component maintainer,Later; explicit activation trigger required,"Retain the issue with a named owner, dependency/activation trigger and next review; do not start speculative implementation or close solely because of age. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-10-05,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Complete or explicitly defer #593/#596/#896 so the outbox-first design has a fair evaluation surface.
- [ ] Inventory all supported write paths and identify any that bypass `event_outbox`.
- [ ] Measure current outbox lag, publisher failure recovery, replay behavior, and instrumentation coverage.
- [ ] Evaluate Postgres logical decoding with `pgoutput` against Fortemi's schema/multi-memory model.
- [ ] Evaluate Debezium or another sidecar CDC tool only with deployment footprint, licensing, resource use, and Redis Streams integration documented.
- [ ] Include WAL safety requirements: replication slot monitoring, inactive-slot alerts, slot cleanup/decommission process, `max_slot_wal_keep_size` policy, disk-growth alerts, and replica identity requirements.
- [ ] Include failover behavior for the supported Postgres version; if logical failover slots are used, document their setup and validation.
- [ ] Decide explicitly: stay outbox-first, add CDC for a narrow bypass path, or migrate consumers.
- [ ] If CDC is chosen, migration plan preserves existing outbox consumers and defines backfill/replay semantics."
Fortemi/fortemi#604,https://git.integrolabs.net/Fortemi/fortemi/issues/604,open,feat(search): low-latency semantic search refresh from embedding events,P3,,P3: Low; area/search; blocked; documentation; effort/medium; infrastructure; new-feature; security; testing,,,2026-06-22T22:12:41Z,75,6,G,retain-gated,"Resolve default-mode, outbox backpressure and payload-minimization decisions; implement durable publisher/consumer semantics with bounded retention, replay and auth tests.",Fortemi/fortemi#593,read,stale-60d; no-milestone; no-assignee,7,https://git.integrolabs.net/Fortemi/fortemi/issues/604,evidence/Fortemi--fortemi-issues.json,Server realtime and jobs maintainers,Phase 5 after policy decisions,"Resolve default-mode, outbox backpressure and payload-minimization decisions; implement durable publisher/consumer semantics with bounded retention, replay and auth tests. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Note create/update events lead to prioritized embedding refresh through async jobs, gated by tier/policy.
- [ ] Fresh embedding rows are inserted/updated with source-hash/config metadata from #597/#598.
- [ ] Search visibility latency is measured from committed note write to semantic result availability.
- [ ] Mid/edge tiers preserve batch/manual behavior unless explicitly enabled.
- [ ] FTS remains the immediate fallback while semantic embedding catches up.
- [ ] Filtered semantic search behavior is validated with pgvector HNSW settings, including iterative scan or equivalent recall safeguards where needed.
- [ ] Metrics include embedding freshness latency, queue wait, compute duration, search visibility, and failures."
Fortemi/fortemi#605,https://git.integrolabs.net/Fortemi/fortemi/issues/605,open,feat(search): evaluate Drift-Adapter for embedding model upgrades,P3,,P3: Low; area/search; blocked; documentation; effort/medium; infrastructure; new-feature; testing,,,2026-09-06T20:31:03Z,75,6,M,defer,Retain as a gated optional track. Revisit only after its parent phase or named external authority is delivered and a product need activates it; record owner and review trigger rather than age-based closure.,Fortemi/fortemi#598,read,stale-60d; no-milestone; no-assignee,7,https://git.integrolabs.net/Fortemi/fortemi/issues/605,evidence/Fortemi--fortemi-issues.json,Product owner and relevant component maintainer,Later; explicit activation trigger required,"Retain the issue with a named owner, dependency/activation trigger and next review; do not start speculative implementation or close solely because of age. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-10-05,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Define Fortemi's baseline model-upgrade workflow using embedding config/model identity and source hashes.
- [ ] Evaluate full re-embedding and dual-index serving as baselines.
- [ ] If Drift-Adapter is pursued, train/evaluate on paired old/new embeddings from representative Fortemi corpora.
- [ ] Recall/MRR gate is project-defined against a held-out search evaluation set; do not hard-code paper results as pass criteria.
- [ ] Query latency overhead is measured in Fortemi's serving path.
- [ ] Adapter use is scoped to compatible embedding-space migrations; incompatible dimensions/modalities require separate handling.
- [ ] Background re-embedding and cutover plan preserves search availability and has rollback."
Fortemi/fortemi#606,https://git.integrolabs.net/Fortemi/fortemi/issues/606,open,feat(graph): evaluate streaming entity/relation graph construction,P3,,P3: Low; area/search; blocked; documentation; effort/medium; infrastructure; new-feature; security; testing,,,2026-09-06T20:31:03Z,75,6,M,defer,Retain as a gated optional track. Revisit only after its parent phase or named external authority is delivered and a product need activates it; record owner and review trigger rather than age-based closure.,Fortemi/fortemi#601,read,stale-60d; no-milestone; no-assignee,7,https://git.integrolabs.net/Fortemi/fortemi/issues/606,evidence/Fortemi--fortemi-issues.json,Product owner and relevant component maintainer,Later; explicit activation trigger required,"Retain the issue with a named owner, dependency/activation trigger and next review; do not start speculative implementation or close solely because of age. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-10-05,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Define the Fortemi graph target: semantic note links, SKOS concepts, extracted entities/relations, or a new graph surface.
- [ ] Evaluate iText2KG-style modules against representative Fortemi note/document types: document distillation, entity extraction, relation extraction, and graph integration.
- [ ] Entity deduplication has a measurable precision/recall or manual-review gate; do not rely on string equality alone.
- [ ] Relation extraction includes confidence scores, provenance back to source note/span where possible, and safe rollback on bad extraction.
- [ ] Streaming updates are coalesced through #602 and triggered only after source text freshness is known.
- [ ] Batch graph maintenance/reconciliation remains available for full rebuild and drift correction.
- [ ] Metrics include incremental KG updates, entity merges/splits, relation inserts/removals, extraction confidence, and full rebuild/reconciliation counts."
Fortemi/fortemi#623,https://git.integrolabs.net/Fortemi/fortemi/issues/623,open,ci(docker): publish linux/amd64 + linux/arm64 API and bundle images,P2,,P2: Medium; ci/cd; docker; documentation; effort/medium; infrastructure; new-feature; security; testing,Native server distribution backlog,,2026-09-06T20:31:03Z,75,14,H,refresh,"Multi-architecture release images now exist, but verify every declared image/service and required runtime cell before closure. v2026.9.5 records ARM64 manifest proof without ARM64 runtime smoke; narrow any outdated no-arm64 statement.",,read,stale-60d; no-assignee,8,https://git.integrolabs.net/Fortemi/fortemi/issues/623,evidence/Fortemi--fortemi-issues.json,Release and platform maintainers,Phase 5; distinguish artifact support from installation,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] API-only release images publish an OCI manifest containing both `linux/amd64` and `linux/arm64`.
- [ ] Bundle release images publish an OCI manifest containing both `linux/amd64` and `linux/arm64`.
- [ ] The workflow verifies published manifests with `docker buildx imagetools inspect` or equivalent manifest inspection.
- [ ] A native arm64/Apple Silicon smoke test starts the CPU-capable bundle profile and proves `matric-api` binds and `/health` responds.
- [ ] The smoke test records resolved image digests for #888 verification/signing follow-up.
- [ ] Any excluded bundle sidecars are documented with arm64 support/fallback behavior.
- [ ] If `pgvector/pgvector:pg18` or another base/runtime image lacks arm64 support at release time, the workflow fails before publishing an incomplete manifest and documents the fallback plan.
- [ ] Gitea registry and GHCR either both receive identical multi-platform manifests, or the release docs state which registry is the public multi-arch source of truth."
Fortemi/fortemi#636,https://git.integrolabs.net/Fortemi/fortemi/issues/636,open,EPIC: npm-distributed native server install (no Docker),P2,,P2: Medium; blocked; ci/cd; documentation; effort/large; epic; infrastructure; new-feature; security; testing,Native server distribution backlog,,2026-06-22T23:25:03Z,75,15,H,retain-gated,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts.",Fortemi/fortemi#643; Fortemi/fortemi#642; Fortemi/fortemi#641; Fortemi/fortemi#640; Fortemi/fortemi#639; Fortemi/fortemi#638; Fortemi/fortemi#637,read,stale-60d; no-assignee,17,https://git.integrolabs.net/Fortemi/fortemi/issues/636,evidence/Fortemi--fortemi-issues.json,Release and platform maintainers,Phase 5; distinguish artifact support from installation,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] #637 npm package skeleton + explicit binary download/extract command
- [ ] Linux prereq orchestration (PGDG / Postgres / pgvector / Redis / Ollama)
- [ ] macOS prereq orchestration (Homebrew or documented manual prerequisites)
- [ ] Windows prereq orchestration (winget / choco / PowerShell)
- [ ] #641 cross-platform `matric-api` release artifacts
- [ ] #916 release artifact signing, attestation, and provenance policy
- [ ] Service lifecycle (systemd / launchd / Windows service)
- [ ] #643 publish CI and npm provenance decision
- [ ] #886 npm dependency and publish-path hardening
- [ ] Docs for quick start, troubleshooting, offline/restricted-network installs, and uninstall
- [ ] `npm install -g @fortemi/server --ignore-scripts` installs a usable `fortemi-server` CLI on supported platforms
- [ ] `npm install -g @fortemi/server && fortemi-server install` brings up a working API on clean Ubuntu, macOS, and Windows hosts, subject to documented platform prerequisites
- [ ] Prereqs (Postgres/pgvector, Redis, Ollama, models) are installed or validated idempotently; re-running `fortemi-server install` is safe
- [ ] `fortemi-server start | stop | status | uninstall` manages the service lifecycle on each supported platform
- [ ] Binary activation verifies the expected release manifest, checksum, signature/provenance, and license evidence from the release path
- [ ] Lifecycle scripts are optional convenience only and never the sole supported install path
- [ ] Docs cover quick-start, troubleshooting, restricted environments, provenance expectations, and uninstall on all supported platforms"
Fortemi/fortemi#637,https://git.integrolabs.net/Fortemi/fortemi/issues/637,open,npm package skeleton + explicit binary download/install CLI (`@fortemi/server`),P2,,P2: Medium; blocked; ci/cd; documentation; effort/medium; infrastructure; new-feature; security; testing,Native server distribution backlog,,2026-06-22T23:24:44Z,75,11,H,retain-gated,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts.",,read,stale-60d; no-assignee; blocked-label-without-open-native-edge,6,https://git.integrolabs.net/Fortemi/fortemi/issues/637,evidence/Fortemi--fortemi-issues.json,Release and platform maintainers,Phase 5; distinguish artifact support from installation,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] `npm install -g @fortemi/server` succeeds on Linux, macOS, and Windows even when lifecycle scripts are ignored.
- [ ] `fortemi-server install` downloads and verifies the correct binary if it was not prefetched.
- [ ] Optional postinstall prefetch is idempotent and produces a clear warning, not a broken install, when skipped or failed.
- [ ] `fortemi-server --version` reports CLI version and installed binary version/status.
- [ ] Re-running install is idempotent and avoids re-download if version/checksum matches.
- [ ] Failed checksum aborts binary activation with a clear error."
Fortemi/fortemi#638,https://git.integrolabs.net/Fortemi/fortemi/issues/638,open,Linux prereq orchestration for npm native install (PGDG / Postgres 18 / pgvector / Redis / Ollama),P2,,P2: Medium; blocked; ci/cd; documentation; effort/medium; infrastructure; new-feature; security; testing,Native server distribution backlog,,2026-06-22T23:21:33Z,75,8,H,retain-gated,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts.",Fortemi/fortemi#637,read,stale-60d; no-assignee,5,https://git.integrolabs.net/Fortemi/fortemi/issues/638,evidence/Fortemi--fortemi-issues.json,Release and platform maintainers,Phase 5; distinguish artifact support from installation,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Clean Ubuntu 24.04 host: `fortemi-server install` produces a healthy `matric` DB, vector extension, Redis, optional Ollama, and passing Fortemi health check.
- [ ] Clean Debian 12 host either succeeds with supported PGDG packages or fails before mutation with a clear unsupported-codename message.
- [ ] Re-running install is safe: no duplicate repo entries, role/db creation is idempotent, and model pulls are skipped when already present.
- [ ] `fortemi-server status` reflects component and extension health accurately.
- [ ] Non-apt distros get a clear manual-install path."
Fortemi/fortemi#639,https://git.integrolabs.net/Fortemi/fortemi/issues/639,open,macOS prereq orchestration for npm native install (Homebrew),P2,,P2: Medium; blocked; ci/cd; documentation; effort/medium; infrastructure; new-feature; security; testing,Native server distribution backlog,,2026-06-22T23:21:33Z,75,7,H,retain-gated,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts.",Fortemi/fortemi#637,read,stale-60d; no-assignee,5,https://git.integrolabs.net/Fortemi/fortemi/issues/639,evidence/Fortemi--fortemi-issues.json,Release and platform maintainers,Phase 5; distinguish artifact support from installation,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Clean supported macOS Apple Silicon host: install produces healthy Postgres 18, vector extension, Redis, optional Ollama, and Fortemi health check.
- [ ] Clean supported macOS Intel host succeeds or fails before mutation if no matching binary artifact exists.
- [ ] Re-running install is safe.
- [ ] `fortemi-server status` reflects component and extension health.
- [ ] Missing Homebrew produces a clear no-mutation error."
Fortemi/fortemi#640,https://git.integrolabs.net/Fortemi/fortemi/issues/640,open,Windows prereq orchestration for npm native install (winget / choco / PowerShell),P2,,P2: Medium; blocked; ci/cd; documentation; effort/medium; infrastructure; new-feature; security; testing,Native server distribution backlog,,2026-06-22T23:25:03Z,75,8,H,retain-gated,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts.",Fortemi/fortemi#637,read,stale-60d; no-assignee,6,https://git.integrolabs.net/Fortemi/fortemi/issues/640,evidence/Fortemi--fortemi-issues.json,Release and platform maintainers,Phase 5; distinguish artifact support from installation,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Clean Windows 11 host with winget either completes a healthy supported stack or fails before mutation with a clear unsupported-prereq decision.
- [ ] pgvector installation path is deterministic and documented.
- [ ] Redis choice is deterministic and documented.
- [ ] Re-running install is safe.
- [ ] `fortemi-server status` reflects component and extension health.
- [ ] Clear error path when neither winget nor choco is available."
Fortemi/fortemi#641,https://git.integrolabs.net/Fortemi/fortemi/issues/641,open,Cross-platform `matric-api` release artifacts on GitHub,P2,,P2: Medium; ci/cd; documentation; effort/large; infrastructure; new-feature; security; testing,Native server distribution backlog,,2026-09-06T20:31:04Z,75,16,H,refresh,"Four native binaries, checksums and provenance now exist on v2026.9.5. Reconcile remaining Windows, installer manifest, signing, license and supported-platform acceptance; binary publication alone does not complete the native installer roadmap.",Fortemi/fortemi#637,read,stale-60d; no-assignee,8,https://git.integrolabs.net/Fortemi/fortemi/issues/641,evidence/Fortemi--fortemi-issues.json,Release and platform maintainers,Phase 5; distinguish artifact support from installation,"Define the actual supported platform/artifact/prerequisite matrix, then prove verified download, install, service lifecycle and rollback on clean supported hosts. Map every original acceptance criterion to the exact delivered artifact or an explicit supersession decision.",2026-09-07,First qualified stable opportunity after prerequisites; expedited customer/security patch when justified. No phase-date promise.,audit-355,"- [ ] Each tagged release publishes 5 platform archives plus `SHA256SUMS.txt` and a machine-readable manifest to GitHub releases.
- [ ] Archives are downloadable without authentication.
- [ ] Manifest drives #637 binary resolution without hard-coded asset names.
- [ ] Checksums verify correctly before activation by #637.
- [ ] Versioned artifacts include signature/bundle and provenance evidence per #916, or the release explicitly documents the accepted fallback.
- [ ] Archives include required license notices per #901.
- [ ] Release notes link from Gitea release to GitHub artifacts and user verification commands.
- [ ] CI verifies the GitHub release has all required archives, checksum, manifest, signature/provenance, and license evidence before allowing npm publish."
